x1,x2,x1^2,x2^2,x1*x2,y
3.295266483692695,-4.516101914882075,10.858781198548419,20.395176505601544,-14.881759277051302,0.0
1.2726991615147465,3.778556210213543,1.6197631557203387,14.277487033743332,4.808965320475115,0.0
0.30927342406110425,-5.0500432714448396,0.09565005083047962,25.502937043465298,-1.5618441742164861,0.0
-4.398896656655038,2.296352414517235,19.35029179593087,5.273234411659135,-10.101416958721588,0.0
-3.39035626784265,1.4330394512680855,11.494515622899943,2.0536020688907355,-4.858514285672546,0.0
3.3947561534697783,4.837249560081692,11.524369341520925,23.398983306510523,16.4212827099563,0.0
4.100261210175703,0.7173822503971905,16.812141991671524,0.5146372931849373,2.941454614172154,0.0
0.8444547773700894,-4.501920144397525,0.7131038710231673,20.267284986532236,-3.801667973275133,0.0
0.39019030893234685,5.499023423509764,0.1522484771847203,30.23925861230905,2.145665648445487,0.0
3.9941790252374916,1.011027190785819,15.953466085647118,1.0221759805082649,4.038223599381502,0.0
-5.509585399981376,-1.6090983009419484,30.355531279687945,2.589197342094265,8.865464506004598,0.0
-2.7022133856706296,-7.187088779938678,7.301957181697527,51.65424513072044,19.421047505153492,0.0
3.6272803405950333,4.5044780625678555,13.15716266926722,20.290322616155063,16.339004720993987,0.0
3.242257351700063,-4.036101034525868,10.512232734653105,16.29011156090078,-13.086078251395724,0.0
4.78286164505322,1.110061359581827,22.875765515721195,1.232236222036654,5.309269900399551,0.0
-3.296798725925753,-2.7328879380211553,10.86888183926567,7.468676481781522,9.009781472166003,0.0
4.676821802658348,1.9701978931031972,21.87266217382048,3.8816797379882773,9.214264462016574,0.0
-1.3834765838604657,7.508868510568057,1.9140074580902242,56.383106309000546,-10.388343755658118,0.0
-5.0671171832813355,2.6448453153427494,25.675676549104974,6.995206742090487,-13.401741144494387,0.0
0.04806460905057765,-4.95664770250044,0.002310206643184871,24.568356446702893,-0.23823933402212757,0.0
-4.341030505274472,-3.1469234678266176,18.844545847723538,9.903127312357904,13.660890771599476,0.0
-1.6960554396022807,-3.5521793777828132,2.8766040542044857,12.617978331945494,6.024693156131585,0.0
4.427343826825344,-4.725156521791661,19.60137336092848,22.327104155430266,-20.91989255753782,0.0
3.3096856605371148,2.0140201572426086,10.954019171564997,4.056277193779542,6.665773634458567,0.0
3.737671867500398,-1.9864757033981255,13.970190989103912,3.9460857201910775,-7.4247943520642385,0.0
-1.8495707339819125,2.5169968796252187,3.4209119000023906,6.335273292043087,-4.655363766078599,0.0
-2.404680413796257,-4.927181489289345,5.782487892495339,24.27711742839557,11.84829682251356,0.0
4.3129016850415365,5.203754704885728,18.601120944834125,27.079063028620354,22.44328243524448,0.0
4.619502842341261,4.024572939273173,21.339806510398994,16.197187343529908,18.591526132182146,0.0
-1.197218442193437,-5.823468549036016,1.4333319983280803,33.91278594161164,6.971963944439374,0.0
-1.8953771297293482,-5.0885735710992845,3.5924544639010625,25.893580988490125,9.644765969606782,0.0
